,cd_cvm,dt_fim_exerc,ativo_operacional,passivo_operacional,ativo_operacional_liquido,ativo_financeiro,passivo_financeiro,passivo_financeiro_liquido,patrimonio_liquido,resultado_operacional_liquido,resultado_operacional_liquido_continuado,resultado_financeiro,protecao_fiscal,resultado_financeiro_liquido,resultado_abrangente,lucro_liquido,lucro_abrangente,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financeiro,ativo_circulante,passivo_circulante,receita_vendas,liquidez_corrente,margem_operacional_liquida_continuada,margem_operacional_liquida,giro,rspla,rspl,alavancagem,raol,cpfl,spread
71,21300,2013,3845642,2108217,1737425,152052,104524,-47528,1784953,190744.56,190744.56,-176966,-60168.44,-116797.56,7244.0,73947,81191.0,296970,-148101,-137367,322992,271935,448421,1.1877544266093,0.4253693738696448,0.4253693738696448,0.25809516957566514,0.045486351741474425,0.04142798157710595,-0.026627031636127115,0.10978578068118049,2.4574473994277057,2.5672331801088863
72,19569,2013,9394414,8979114,415300,1244034,440834,-803200,1218500,-117907.43999999994,-117907.43999999994,-919216,-312533.44,-606682.56,50420.0,-724590,-674170.0,403881,-318936,807162,3565709,3446791,8956212,1.0345010765085554,-0.013164878187340802,-0.013164878187340802,21.565644112689622,-0.5532786212556422,-0.5946573656134592,-0.6591711120229791,-0.2839090777751022,0.7553318725099603,0.47142279473485804
73,23035,2013,471738,171764,299974,297273,10877,-286396,586370,49558.479999999996,49558.479999999996,19472,6620.4800000000005,12851.52,0.0,62410,62410.0,109857,-395536,276006,410893,79744,295449,5.152650983146067,0.1677395421883303,0.1677395421883303,0.984915359331142,0.10643450381158655,0.10643450381158655,-0.4884219861179801,0.16520925146846058,-0.044873252419726534,0.12033599904873404
74,19917,2013,501053,272932,228121,95673,28169,-67504,295625,40721.88,44572.88,-568,-193.12,-374.88,0.0,40347,40347.0,42850,-14396,-30469,393414,252469,544192,1.558266559458785,0.08190653298835704,0.07482998647536163,2.38554100674642,0.13648033826638478,0.13648033826638478,-0.22834334038054968,0.1953913931641541,0.005553448684522399,0.2009448418486765
75,19909,2013,18446480,8587014,9859466,374370,766580,392210,9467256,1136619.22,1136619.22,-577267,-196270.78000000003,-380996.22,0.0,755623,755623.0,815251,-523511,-570375,943410,1397128,1247432,0.6752495118557498,0.9111672780560383,0.9111672780560383,0.12652125378798407,0.07981436226082828,0.07981436226082828,0.04142805476053463,0.11528202643023466,-0.9714087351163917,-0.856126708686157
76,19925,2013,15463222,6843091,8620131,0,908966,908966,7711165,475554.64,475554.64,-614004,-208761.36000000002,-405242.64,0.0,70312,70312.0,828901,281338,-734998,1420811,1170384,923670,1.2139699449069707,0.5148534000238181,0.5148534000238181,0.10715266392123275,0.009118207171030577,0.009118207171030577,0.11787661138102998,0.05516791334145618,-0.44582816078929244,-0.39066024744783623
77,23531,2013,27608265,20587179,7021086,4403502,27,-4403475,11424561,1140.1000000000931,1140.1000000000931,-1916585,-651638.9,-1264946.1,0.0,-1263806,-1263806.0,1774164,-6745344,5414079,10319613,7486974,13684600,1.3783423049151766,8.331262879441804e-05,8.331262879441804e-05,1.949071696315926,-0.11062184358768797,-0.11062184358768797,-0.3854393179746688,0.00016238228672887543,0.2872608791920018,0.28742326147873065
78,20338,2013,3884901,739212,3145689,0,325594,325594,2820095,533914.74,533914.74,-14439,-4909.26,-9529.74,19.0,524385,524404.0,572584,-307118,-101725,1371487,680900,4311638,2.014226758701718,0.12383106837818944,0.12383106837818944,1.3706498004093857,0.18595260088755874,0.18594586352587414,0.11545497580755258,0.16972902915704635,-0.02926878259427385,0.1404602465627725
79,22810,2013,8274718,5579155,2695563,0,1458549,1458549,1237014,222261.54000000004,222261.54000000004,-1080719,-367444.46,-713274.54,-12548.0,-491013,-503561.0,-646676,-866995,992550,1232123,1841972,1570417,0.6689151626626246,0.14153026871206822,0.14153026871206822,0.5825933209500205,-0.40707785037194405,-0.3969340686524162,1.179088514762161,0.0824545892639126,-0.48903022113072653,-0.40657563186681395
80,23264,2013,68796576,23819882,44976694,288604,1040603,751999,44224695,12429949.78,12429949.78,-1561383,-530870.2200000001,-1030512.7799999999,2664609.0,11399437,14064046.0,15314792,-3811220,-9506742,20809082,17352655,35079107,1.1991872137145583,0.3543405417931534,0.3543405417931534,0.7799396505221127,0.3180134085718398,0.2577618002792331,0.017004051695551546,0.2763642383319681,-1.370364561655002,-1.094000323323034
81,20087,2013,21558494,15065430,6493064,2201816,185871,-2015945,8509009,953782.04,953782.04,-253594,-86221.96,-167372.03999999998,979297.0,786410,1765707.0,1354603,-1687481,336071,13511893,6776676,13635846,1.9938821038515049,0.06994667144231462,0.06994667144231462,2.100063390719697,0.20751029879037616,0.09242086828207609,-0.236918893845335,0.14689244399870385,0.08302411028078642,0.22991655427949026
82,20265,2013,8836632,5266951,3569681,186884,1572887,1386003,2183678,-581903.12,-581903.12,-158318,-53828.12,-104489.88,0.0,-686393,-686393.0,-413445,278496,108574,4529731,2685259,2997923,1.686887931480725,-0.19410209001365278,-0.19410209001365278,0.8398293853148222,-0.3143288525139695,-0.3143288525139695,0.6347103373299543,-0.1630126389444883,-0.07538936062908955,-0.23840199957357786
83,20966,2013,2441806,794059,1647747,1192,496976,495784,1151963,21908.36,21908.36,-113096,-38452.64,-74643.36,-9428.0,-52735,-62163.0,-2654,-41736,13631,1266188,854782,2043029,1.4812993254420426,0.010723469906692465,0.010723469906692465,1.2398924106674143,-0.0539626706760547,-0.04577838003477542,0.43038187858464205,0.013295948953328394,-0.150556209962403,-0.1372602610090746
84,20982,2013,6276528,2367737,3908791,121120,210573,89453,3819338,359397.56,359397.56,-113316,-38527.44,-74788.56,0.0,284609,284609.0,417079,-955645,360068,790948,483758,973054,1.635007586437847,0.36935006690276184,0.36935006690276184,0.24893988959757635,0.07451788765487631,0.07451788765487631,0.023421074542237425,0.09194596487763096,-0.8360654198294076,-0.7441194549517767
85,20630,2013,550814,91947,458867,33072,100475,67403,391464,-3371.92,-3371.92,-8188,-2783.92,-5404.08,0.0,-8776,-8776.0,92506,-11360,-65883,338861,146164,109380,2.3183615664595933,-0.03082757359663558,-0.03082757359663558,0.2383697236889992,-0.022418408844746898,-0.022418408844746898,0.17218186091185908,-0.007348360200232312,-0.08017565983709923,-0.08752402003733155
86,80020,2013,2900799,868631,2032168,304034,0,-304034,2336202,-333073.02,-333073.02,-51253,-17426.02,-33826.979999999996,124798.0,-366900,-242102.0,-115754,642628,-458657,684565,98075,-131113,6.980015294417537,2.540350842403118,2.540350842403118,-0.0645187799433905,-0.10363059358736959,-0.15704977566152242,-0.1301402875265067,-0.16390033698001347,0.11126051691587124,-0.05263982006414222
87,20257,2013,9154079,3906855,5247224,0,942160,942160,4305064,1136698.9,1136698.9,-369465,-125618.1,-243846.9,0.0,892852,892852.0,1186028,-15222,-1588362,1788028,1097570,1447851,1.6290787831300053,0.7850938390759822,0.7850938390759822,0.27592704256574524,0.20739575532442722,0.20739575532442722,0.2188492435884809,0.2166286211528229,-0.2588168676233336,-0.042188246470510726
88,20184,2013,299031,53776,245255,0,35627,35627,209628,-547950.44,-547950.44,16034,5451.56,10582.439999999999,33624.0,-537368,-503744.0,42427,80597,-224529,296002,89403,0,3.3108732369159872,0.0,0.0,0.0,-2.403037762131013,-2.563436182189402,0.16995344133417292,-2.234207009031416,0.2970342717601818,-1.9371727372712342
89,20168,2013,5389639,5598383,-208744,0,9525616,9525616,-9734360,-17439881.9,-31238.9,7865,2674.1000000000004,5190.9,48791.0,-17434691,-17385900.0,-500184,-2485003,-369773,292448,14779025,0,0.01978804420453988,0.0,0.0,0.0,1.7860342128296056,1.7910464581133223,-0.9785559605356695,0.14965172651669031,0.0005449411355654059,0.15019666765225573
90,20435,2013,4681948,2132321,2549627,8147,978727,970580,1579047,284520.38,284520.38,1407,478.38000000000005,928.6199999999999,0.0,285449,285449.0,-183906,8277,415499,3288973,1620124,1832249,2.0300748584676236,0.15528477843349894,0.15528477843349894,0.718634137464029,0.18077295989289743,0.18077295989289743,0.6146618815019439,0.11159294281085037,0.0009567681180325166,0.11254971092888288
91,20370,2013,1170737,441976,728761,0,0,0,728761,113774.94,113774.94,78991,26856.940000000002,52134.06,0.0,165909,165909.0,102503,-78929,-46610,358668,196619,503755,1.8241777244315147,0.2258537185735129,0.2258537185735129,0.6912485712051002,0.2276589993152762,0.2276589993152762,0.0,0.1561210602652996,0.0,0.1561210602652996
92,23175,2013,1258180,650228,607952,108235,445825,337590,270362,64835.979999999996,64835.979999999996,-68503,-23291.02,-45211.979999999996,0.0,19624,19624.0,-25213,-150114,177666,258435,564437,533700,0.45786332221310794,0.12148394228967584,0.12148394228967584,0.8778653577914046,0.07258416493442126,0.07258416493442126,1.2486592050658007,0.10664654446403662,-0.13392570869990222,-0.0272791642358656
93,22330,2013,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,20605,2013,5220450,2786348,2434102,81016,298330,217314,2216788,362547.9,362547.9,-64565,-21952.100000000002,-42612.899999999994,17051.0,319935,336986.0,-17796,-422759,463507,1726986,517088,671078,3.3398299709140415,0.5402470353669767,0.5402470353669767,0.27569838897466087,0.15201543855343858,0.1443236791249321,0.09803102506870301,0.14894523729901213,-0.19608906927303346,-0.04714383197402133
95,20770,2013,2712883,718586,1994297,136517,20348,-116169,2110466,558040.24,558040.24,46536,15822.240000000002,30713.76,0.0,588754,588754.0,23603,-109671,110406,1595657,403573,1138962,3.9538249585576835,0.489955099467761,0.489955099467761,0.5711095187928378,0.2789687206522162,0.2789687206522162,-0.05504424141398156,0.27981802108712994,-0.2643886062546807,0.01542941483244925
96,20915,2013,10198449,5058357,5140092,0,774692,774692,4365400,430239.9,430239.9,30235,10279.900000000001,19955.1,0.0,450195,450195.0,568892,-170262,-361342,5870596,2560666,3870608,2.292605126947443,0.11115563756391761,0.11115563756391761,0.7530230976410539,0.10312800659733358,0.10312800659733358,0.17746185916525403,0.08370276251864753,0.025758753156093002,0.10946151567474052
97,21490,2013,8076896,3539154,4537742,283259,718855,435596,4102146,775239.8,775239.8,-182230,-61958.200000000004,-120271.79999999999,5287.0,654968,660255.0,700445,-284623,63509,2119759,1174651,1290831,1.804586213266749,0.6005742037493677,0.6005742037493677,0.2844654896642427,0.16095355942962536,0.15966472183096359,0.10618734681798259,0.17084263494927654,-0.2761085960385311,-0.10526596108925457
98,4669,2013,4581352,1758508,2822844,176937,170658,-6279,2829123,443986.28,443986.28,-35458,-12055.720000000001,-23402.28,46.0,420584,420630.0,456347,-415694,-104977,2619343,1240928,4069090,2.110793696330488,0.10911193411794776,0.10911193411794776,1.4414859623840355,0.14867858343380616,0.1486623239781374,-0.0022194156987872214,0.1572833213595934,3.727071189679885,3.8843545110394784
99,20540,2013,9470430,5027584,4442846,24806,889412,864606,3578240,116028.59999999998,116028.59999999998,-259160,-88114.40000000001,-171045.59999999998,0.0,-55017,-55017.0,247156,-510776,354590,1040470,1082808,1018611,0.9608998086456694,0.11390864618583539,0.11390864618583539,0.229269931931019,-0.015375435968520836,-0.015375435968520836,0.2416288454659274,0.026115827557381007,-0.1978306881978612,-0.1717148606404802
100,21636,2013,3430730,1560206,1870524,241449,1111373,869924,1000600,53963.259999999995,53963.259999999995,-72261,-24568.74,-47692.259999999995,0.0,6271,6271.0,122738,-1403274,805012,441615,1380939,226011,0.3197932711003165,0.23876386547557418,0.23876386547557418,0.12082763974159112,0.006267239656206276,0.006267239656206276,0.869402358584849,0.028849274320992404,-0.05482347883263365,-0.025974204511641247
101,21393,2013,385463,2556618,-2171155,69870,3504,-66366,-2104789,15128.8,15128.8,-1180,-401.20000000000005,-778.8,0.0,14350,14350.0,0,0,0,148859,1093926,55149,0.13607776028725893,0.27432591706105275,0.27432591706105275,-0.025400765951763,-0.006817785535747288,-0.006817785535747288,0.03153095155856478,-0.006968088413770551,0.011734924509538015,0.004766836095767464
102,21180,2013,803024,133500,669524,113346,0,-113346,782870,68659.84,68659.84,41126,13982.84,27143.16,-790.0,95803,95013.0,85937,-50158,-73601,272865,101320,373768,2.6931010659297274,0.18369641060764966,0.18369641060764966,0.5582593006374678,0.12136497758248496,0.12237408509714257,-0.1447826586789633,0.10255022971543962,-0.2394717061034355,-0.13692147638799587
103,20850,2013,168467,112250,56217,0,21162,21162,35055,-4304.14,-4304.14,-6571,-2234.1400000000003,-4336.86,0.0,-8641,-8641.0,-6660,-1541,-12090,83405,66599,297889,1.252346131323293,-0.014448804756133997,-0.014448804756133997,5.298913140153334,-0.24649835972043932,-0.24649835972043932,0.6036799315361575,-0.07656296138178843,-0.20493620640771193,-0.28149916778950035
104,20842,2013,6462337,3361886,3100451,11596,88121,76525,3023926,188677.76,188677.76,-197286,-67077.24,-130208.76,180044.0,58469,238513.0,135924,-170011,149142,2560541,776483,2655962,3.297613727538143,0.07103932962896307,0.07103932962896307,0.8566373085722045,0.07887527670981366,0.019335459928582908,0.025306505516338694,0.060854940136128584,-1.7015192420777523,-1.6406643019416236
105,20907,2013,1162314,243741,918573,261424,92115,-169309,1087882,16659.239999999998,16659.239999999998,-22464,-7637.76,-14826.24,0.0,1833,1833.0,23063,-333744,281162,331128,142987,263871,2.3157909460300585,0.06313403140170765,0.06313403140170765,0.28726187249135343,0.0016849253871283835,0.0016849253871283835,-0.1556317688866991,0.018136000078382446,0.08756911918444973,0.10570511926283219
106,21482,2013,5003524,2065332,2938192,0,852449,852449,2085743,-132793.78,-132793.78,-4617,-1569.7800000000002,-3047.22,0.0,-135841,-135841.0,321555,-936925,1060819,1296967,1340616,56036,0.9674410867839859,-2.369794060960811,-2.369794060960811,0.019071592326165208,-0.06512834994531924,-0.06512834994531924,0.40870279799572623,-0.045195746227612084,-0.003574665463857662,-0.04877041169146974
107,21008,2013,3551055,2018294,1532761,136425,146390,9965,1522796,39562.5,39562.5,-251475,-85501.5,-165973.5,0.0,-126411,-126411.0,149682,-384934,154035,412916,467122,219567,0.8839575100294997,0.1801841806828895,0.1801841806828895,0.14324933893803404,-0.08301243239409613,-0.08301243239409613,0.006543883750679671,0.025811264769915205,-16.655644756648268,-16.629833491878355
108,21040,2013,3008173,1642396,1365777,115152,236020,120868,1244909,200712.22,200712.22,-14717,-5003.780000000001,-9713.22,0.0,190999,190999.0,-582979,-71282,711391,588930,455145,322293,1.2939392940711203,0.6227631999453913,0.6227631999453913,0.23597776210904123,0.1534240655341073,0.1534240655341073,0.09708982744923525,0.14695826624697883,-0.08036221332362577,0.06659605292335306
109,21016,2013,1406600,584317,822283,732051,36692,-695359,1517642,239300.94,239300.94,8191,2784.94,5406.0599999999995,0.0,244707,244707.0,-422631,-160625,572256,1270001,290109,1731010,4.377668393603783,0.13824353412169774,0.13824353412169774,2.1051268237334346,0.16124158398357452,0.16124158398357452,-0.4581838141010858,0.2910201718872943,-0.007774487710664563,0.2832456841766297
110,21130,2013,1238526,300634,937892,0,338978,338978,598914,61614.32,61614.32,-3702,-1258.68,-2443.3199999999997,0.0,59171,59171.0,403752,7963,-430919,964298,450564,520095,2.1402020578652534,0.11846743383420337,0.11846743383420337,0.5545361299595263,0.09879715618603005,0.09879715618603005,0.5659877711992038,0.06569447228465537,-0.007207901397730825,0.05848657088692455
111,23396,2013,1780401,1085501,694900,447894,199445,-248449,943349,111061.36,111061.36,-46196,-15706.640000000001,-30489.36,0.0,80572,80572.0,-2794,-483541,415443,643487,270412,700755,2.379654009437451,0.15848814492939758,0.15848814492939758,1.0084256727586702,0.08541059565441846,0.08541059565441846,-0.2633691242583604,0.1598235141747014,0.12271878735676135,0.28254230153146276
112,21903,2013,4049830,2830992,1218838,0,412047,412047,806791,608290.08,608290.08,-241238,-82020.92000000001,-159217.08,0.0,449073,449073.0,921325,-558174,277619,921800,644314,2067554,1.4306688974630382,0.2942075902249711,0.2942075902249711,1.6963320802272328,0.5566162736074151,0.5566162736074151,0.51072334718657,0.49907377354496657,-0.3864051431026072,0.11266863044235936
113,80063,2013,11768023,2859188,8908835,0,0,0,8908835,220641.3,847006.3,-334305,-113663.70000000001,-220641.3,-27552.0,0,-27552.0,0,0,0,2228397,0,1534447,0.0,0.5519944970403019,0.14379206319931545,0.17223879441026801,-0.0030926602636596142,0.0,0.0,0.09507486669132384,0.0,0.09507486669132384
114,80071,2013,28615734,14245108,14370626,0,1050862,1050862,13319764,971035.9199999999,971035.9199999999,-713712,-242662.08000000002,-471049.92,-25979.0,499986,474007.0,1148470,-523080,-673372,3564002,2650693,6878214,1.3445548013293127,0.14117559005869837,0.14117559005869837,0.4786300889049649,0.03558674162695375,0.03753715155914174,0.0788949413818443,0.06757088522100568,-0.4482509787203267,-0.380680093499321
115,23493,2013,4989347,14087519,-9098172,0,628587,628587,-9726759,-16003219.94,-16010300.94,-1318241,-448201.94000000006,-870039.0599999999,392.0,-16873259,-16872867.0,-286960,-2337252,-228044,293486,14371132,511870,0.020421912483999174,-31.278060718541816,-31.264227127981712,-0.05626075215988442,1.7346854178251976,1.7347257190190484,-0.06462450647744022,1.7597272221276976,-1.3841187616034056,0.375608460524292
116,21520,2013,1153846,645479,508367,1,228277,228276,280091,-81729.64,-81729.64,-46346,-15757.640000000001,-30588.36,0.0,-112318,-112318.0,149865,-118298,60174,278667,414635,46209,0.6720778516044231,-1.7686952758120713,-1.7686952758120713,0.09089693076065126,-0.4010053875347655,-0.4010053875347655,0.8150065514422099,-0.16076897202218082,-0.1339972664669085,-0.29476623848908934
117,23272,2013,1626287,640981,985306,0,245321,245321,739985,34121.02,34121.02,-4847,-1647.98,-3199.02,0.0,30922,30922.0,53426,-383711,457390,178759,357307,89255,0.5002952642965293,0.3822869307041622,0.3822869307041622,0.09058607173811993,0.041787333527030956,0.041787333527030956,0.33152158489699113,0.034629871329312924,-0.01304013924613058,0.021589732083182343
118,22560,2013,1092289,458516,633773,0,238632,238632,395141,90835.45999999999,90835.45999999999,-71531,-24320.54,-47210.46,0.0,43625,43625.0,18661,-63106,27397,434032,403291,905939,1.0762253558844606,0.10026664046917065,0.10026664046917065,1.4294376693232436,0.11040362807200468,0.11040362807200468,0.6039160704659856,0.1433249128631229,-0.19783792617922155,-0.054513013316098646
